Name,URL,Age in 2020,Gender,Role,From,Until
"Au, Alex Wai Chi 區偉志",sfclicrec.asp?p=93582,,,RO,2015-06-12,
"Chan, Johnny Chun Lin 陳焌年",sfclicrec.asp?p=2554639,,M,Rep,2016-04-05,2016-08-20
"Cheung, Christopher Ka Tsun 張家俊",sfclicrec.asp?p=94002,,M,RO,2015-06-12,2018-06-06
"Cheung, Yuk Kit 張毓杰",sfclicrec.asp?p=11017695,,,Rep,2017-05-26,
"Chung, Alden Kam Wah 鍾金華",sfclicrec.asp?p=93585,,M,RO,2015-06-12,2018-10-31
"Lai, Cheuk Hao 黎卓灝",sfclicrec.asp?p=2554640,,,Rep,2016-04-05,2019-02-11
"Lee, Chun Ho (SFC:BDH280) 李俊顥",sfclicrec.asp?p=2259112,,,Rep,2016-04-05,2017-02-09
"Leung, Spencer Yu Cheong 梁裕昌",sfclicrec.asp?p=96978,,M,Rep,2018-11-23,2018-12-06
"Leung, Spencer Yu Cheong 梁裕昌",sfclicrec.asp?p=96978,,M,RO,2018-12-06,
