Name,URL,Age in 2020,Gender,Role,From,Until
"Burger, Max ",sfclicrec.asp?p=123587,,,RO,2008-01-21,2011-09-30
"Gruss, Ralf ",sfclicrec.asp?p=128699,,,RO,2010-01-07,2010-07-07
"Liu, Yuanmo 劉苑茉",sfclicrec.asp?p=126228,,,RO,2010-10-15,2011-09-30
"Prahl, Michael ",sfclicrec.asp?p=123588,,M,RO,2008-01-21,2009-09-30
"Shi, Xiaoni 史曉妮",sfclicrec.asp?p=116654,,,RO,2019-10-16,
"Wang, He (SFC:AHS591) 王赫",sfclicrec.asp?p=111518,,,RO,2008-01-21,2009-08-14
"Zhang, Richard Xike 張曦軻",sfclicrec.asp?p=129108,50,M,RO,2011-07-22,2011-09-30
"Zhang, Richard Xike 張曦軻",sfclicrec.asp?p=129108,50,M,RO,2019-10-16,
