Name,URL,Age in 2020,Gender,Role,From,Until
"Cheng, Jonathan Chung Shing 鄭中誠",sfclicrec.asp?p=77237,,M,RO,2018-11-29,
"Ho, Cheuk Kei (SFC:BIS728) 何焯基",sfclicrec.asp?p=2681766,,,Rep,2019-04-26,
"Kong, Teck Chien 江德銓",sfclicrec.asp?p=22495871,45,M,RO,2018-11-29,
"Le, Stephen Ee Boon 李毅文",sfclicrec.asp?p=22495872,,M,RO,2018-11-29,
"Lu, Zhengrong 呂崢荣",sfclicrec.asp?p=23865574,,,Rep,2019-11-04,
"Min, Bryan Byungsuk ",sfclicrec.asp?p=23064251,,M,Rep,2019-04-18,2019-06-18
"Min, Bryan Byungsuk ",sfclicrec.asp?p=23064251,,M,RO,2019-06-18,
"Zhao, Rachel Yu Qian 趙郁芊",sfclicrec.asp?p=113661,,F,Rep,2019-04-17,2019-05-03
